Date,Content,Rating
4/28/2017,"Unlike the website, transcripts in Arabic doesn't display correctly. It display rubbish characters text.",2
4/28/2017,Great app with a lot of useful content.,5
4/27/2017,"Site is great, app needs work Problems with Chromecast: random pauses, skips, starts playing another module, doesn't keep up the playlist on app with what's playing on TV. App frequently locks up and has to be force closed",4
4/26/2017,Fine,5
4/26/2017,Simply excellent,5
4/26/2017,Liked it,5
4/25/2017,Amazing. Súper excelente.,5
4/25/2017,Very useful,5
4/25/2017,"In general this is a great app, and the playback works well (unlike others I have no problem skipping or seeking on Chromecast). However, when using Chromecast there is no speed or volume control(!). This means I won't use the feature at all, instead I cast my screen to my TV (which uses A LOT of power). Fix this, and I will give it 5 stars.",4
4/25/2017,"Been a while since i used it, now i can't see video. Only sound comes through. Seems to be a codec issue. Please fix.  Update:  It was temporary. A couple restarts and it worked. Please update for better stability.",4
4/23/2017,Amazing,5
4/22/2017,Aweful video seek and Chromecast support. Seek doesn't work while casting and the video unexpectedly pauses every 5-10 minutes. Jumping to the next chapter fixes it and the video starts playing but getting back to where I was is hard due to the seeking issue I mentioned earlier. Plz sort this out. I want to watch the courses on my TV without my laptop.,2
4/19/2017,Good app for on the go learners,4
4/18/2017,"Great app, awesome video courses..",5
4/18/2017,Nice app.,5
4/18/2017,The content of the app is great... If you can get it to work. Continuous playback works fine but the second you try to navigate elsewhere the entire thing locks up until you force kill and reopen it,2
4/18/2017,Great tutorials by experts in the respective fields,5
4/17/2017,great way to learn and level up,5
4/17/2017,"Nice interface, limited downloadable contents",4
4/17/2017,"Amazing content! Although it often loses sync with Chromecast when pausing the video for a prolonged time, I'd recommend casting with the Chrome browser if you want to code the exercises while watching.",4
4/16/2017,"The app is excellent. I usually refer the website, but on the go, the app is really helpful.",5
4/16/2017,Casting to a Chromecast is not working.,2
4/15/2017,Good app but cant download subtitles for offline playing,4
4/15/2017,After 3 years this application has finally become a well polished product. Recommend it.,5
4/14/2017,Very Useful...,5
4/12/2017,"One problem after another. Persistent notification won't disappear even after app is closed, receive lots of toasts when watching downloaded content that there is no internet connection  Internet activity seems to be blocking playback, cannot start a downloaded video while in a no 4g/WiFi zone  Video doesn't playback when resming from the notification - audio starts but image is always black.",1
4/12/2017,Can you provide Google account option to access the app,3
4/12/2017,"If you are in tech or creative industry go get a pluralsight membership, download their app and start learning on the go. It's jus awesome..",5
4/11/2017,Chromecast is not working for Android,3
4/11/2017,Good,5
4/9/2017,Sound Stuttering,5
4/9/2017,Good aap,5
4/8/2017,Great app,5
4/8/2017,All is well ...good content ...good authors ...but some issue in mobile app....with video Player like others mentioned,5
4/7/2017,I enjoy their content which is helpful,4
4/6/2017,Very happy with the app and content. One issue I have had is that if I receive a notification while in a video the notification sound plays and then the audio from the course will halve until I close the app or the next notification comes in.,5
4/6/2017,Nice app and content. I wish if the mobile app video issue could be fixed. If we switch yo any other app and then resume the video it show the black screen but sound keep on playing.,4
4/5/2017,Really helped me.,5
4/4/2017,"Generally good content, would be great to have summary notes on key points so i don't need to take notes or rewatch everything to review. Now for bad: 1) I use WiFi tablet on the go, due to screen size and storage, but pluralsight forces to have connection to see offline downloaded content - that's so backwards! When i went on trip i couldn't access learning content on plane or hotel! You know our subscription dates, just save that to the app rather than need online authentication! 2) Another gripe is app switching causes audio to continue, and no way to turn off. This means i have to keep going back to pause video. 3) last is course resuming, it never goes back to where you left off. So every time i watch i need to go frantically remember the last but i was looking at. So good and bad. I'm an elearning us guy, so keen to have these things fixed!",4
4/4/2017,The courses here are comprehensive and help variety of target audience.,4
4/4/2017,"5 star for course content. But 3 star for mobile application. Not working as expected. When I pause video and start again, it always start with black screen with audio.",4
4/4/2017,Bad user experience. I can't even preview any course unless you subscribe blindly.,1
4/3/2017,This is my new Game,5
4/2/2017,Everything works fine.,5
4/1/2017,"App works faultlessly.  Great way to access the content offline on the daily commute.  Pluralsight courses are high quality, current, and work well in this mode. Love being able to play at different rates.",5
3/30/2017,This app has some issues...on the app I can't seem to access path ways to a course but on a desktop computers I can easily please can someone fix it?,2
3/29/2017,Great content for developers.  Some of the best instructors out there.  Easy to use user interface.,5
3/29/2017,Fantastic app. Not sure why others are giving it low score,5
3/28/2017,Excellent,5
3/28/2017,Watch it ... Learn it....,5
3/28/2017,Just great!,5
3/26/2017,Rubbish app  How can an app so well designed and thought of makes it difficult to delete the course. Very disappointed.  Regards,1
3/25/2017,"The app looks great, but there is a BIG problem! When I start a video, the whole video is black... Can you please help me, I love pluralsight it helped me a lot.",2
3/24/2017,A really frustrating app. In offline mode the software will require an internet connection to login to watch the content you have downloaded to play in offline mode. The last several versions of this software have been an embarrassment for Microsoft.,1
3/23/2017,Tons of content and all in high quality!,5
3/20/2017,Helped to elevate my skill from complete beginner to advanced programmer. Already recommended this site to so many people that i cant count :),5
3/20/2017,"Pluralsight is great! but this app has some bugs. While loading a video  (orange circle rotates),  if I tap on  other video its stops responding. Please fix this. Again, Good job!",4
3/20/2017,"The content is great, and it's very useful having my courses on the go. Downloading is a bit buggy but works",4
3/19/2017,1.the courses are getting deleted without notice 2. No individual download pause and resume options 3. Doesn't download if kept for download overnight...  So many improvements needed even after paying so much for subscription not happy.,3
3/18/2017,App has much improved.  Content gets better and better.,5
3/18/2017,Yeah,5
3/16/2017,Nothing,1
3/15/2017,Awesome application to learn new technologies,4
3/15/2017,Automatic logout problem or else would be 5 🌟,4
3/13/2017,"Good courses, terrible Chromecast support. Videos either won't play at all or you're stuck with the same one and can't change.",3
3/12/2017,The app now syncs across all my devices.,5
3/12/2017,Amazing. So many good quality courses in just about everything. Bargain of the century. Such a gorgeous looking site and app with cutting-edge functionality. At last someone has done it right.,5
3/12/2017,"Can't find test module. I want to take sample test/quiz on the go, it doesn’t  seem to be included with the mobile app.",3
3/11/2017,Great app. When I changed storage location from internal storage to external I was expecting app to copy already downloaded videos but it didn't. App did warn me about missing clips which I downloaded again. Is there anything you can do?,5
3/11/2017,support download to SD card,4
3/10/2017,Much better these days. Thanks,5
3/10/2017,Though knowledge should be for free!!! It is a very good investment with Pluralsight!!!,5
3/10/2017,"Really nice content. But app does not respond at times. If this bug is fixed I'll rate 5 stars. Other than that,everything is perfect. Hell a lot of things,that too in an affordable price. Thanks team. Keep up the good work. Please dont leave the bug I mentioned open ;) . I'm using nextbit robin",4
3/8/2017,"It's privileged learning from industries best MVP's and contents are so much organized that one can easily covers the beginner to advanced level. Practice sessions are another advantage and personally recommend to all technologies enthusiasts. Best wishes to plural sight team, great work.",5
3/7/2017,I really miss Digital Tutors.,1
3/7/2017,"Great content for professionals. The app is way better than the previous one: easy to browse, play, and resume.",5
3/7/2017,I downloaded two Courses in the past 2  days and now they are both gone.,3
3/7/2017,The App is very useful but it really struggles when the Xperia M4 Aqua phone is rotated from portrait to landscape or vise-versa. Please try to fix that because sometimes it crashes the App completely. Good work though. Keep it up!,3
3/6/2017,This app is having a lot of issues right now. I hope the dev team is taking a look at it.,2
3/6/2017,Chromecast doesn't seem to work 😑,3
3/6/2017,"Overall good but the latest update has stopped me from being able to click on the expand menu icon on individual chapters of a course, meaning I have to download the whole thing instead of just the parts I want",3
3/5/2017,excellent app,5
3/5/2017,Awesome,5
3/4/2017,Stops responding after some time on my samsung 6.0.,1
3/4/2017,Content is excellent,4
3/2/2017,"Its awesome, a lot of courses!",5
3/1/2017,Awesome.,5
3/1/2017,Ultimate platform,5
3/1/2017,Keeps freezing during videos. OnePlus 3,2
2/28/2017,ok but has lots of glitches,4
2/25/2017,Videos not casting to Chromecast,1
2/24/2017,The cancel button onmodal popup during sign in is not working,1
2/24/2017,This is amazing source to learn technology.......,5
2/24/2017,Great app and very helpful site,5
2/23/2017,Annoying message about network connection in offline mode.,4
2/22/2017,Excellent,5
2/21/2017,"Doesn't recommended, I was watching a course and pressed gone button but still it's playing, again came back to app it was playing only assist audio. Dear developers please look into these.",2
2/20/2017,Three months later still the same problems. Onscreen buttons don't dissappear when playing a video in nexus 6 with nougat. When connected to a vpn it says that I am not authorised to access even my downloaded files. Notification bar DOES NOT disappears after dismissing it when app is not open,2
2/19/2017,"Update: Updated apps provides some form of indications if a course has been downloaded successfully or where was it stopped at. Not perfect but at least an improvement. Notice that one may still have problem to download a whole course in one go, depending on the device usage.",3
2/19/2017,"This is a beautifully designed app and the plualsight database is impressive. If you are a creative professional or is a must as they have extensive courses on Adobe, blender, Maya, Autocad, and many more in all technical fields such as programing, IT, productivity apps and more",5
2/19/2017,Very good app,5
2/18/2017,"the play, pause buttons function unexpectdly while watching the video on the android os, the chromecast also crashed quite often anf out of sync. overall, i had a bad experience with this android app.",1
2/18/2017,Great app.,5
2/17/2017,The new interface is really good. Happy with the content too.,5
2/16/2017,Good user interface and great content,5
2/16/2017,Fantastic,5
2/15/2017,"So many bugs that I can't even... search does not work, always shows previous search results, videos refuse to load when transitioning from one clip to another and what not!",3
2/12/2017,"This is a great app and the pc site integrates with pretty much any device. Well worth it for some who can't study just from books like me. The offer, video, work alongside, codes school and defined paths against your knowledge.",5
2/12/2017,Great job,5
2/12/2017,I couldn't download any courses like I have subscription but won't download please fix,2
2/12/2017,Please add offline subtitles support.,5
2/10/2017,Very good courses - better than on other providers.,5
2/9/2017,"It took a while, but the app is now finally really up to scratch and very useful.",5
2/9/2017,Excellent app albeit sync issues,5
2/8/2017,It works but it is missing some basic features. Wish it had more of what was possible via the web.,5
2/7/2017,"Update - the android app has improved significantly since launch. Now, with variable speed playback and Chromecast support, this is a mature app. Well done.",5
2/7/2017,In the app how to I access the channels I created in the website?,3
2/6/2017,Works great now!,5
2/6/2017,Solid dev tutorials. It's worth it if you can afford it :),5
2/5/2017,Excellent app much improved from a year ago when I used it last. Love the offline save it's great for watching courses on the commute to work,5
2/5/2017,Downloading videos for offline use is a bit of a nightmare. The download stops regularly (but the status is still 'downloading') so I have to cancel the download and resume to continue downloading. Happens every 1-2 videos. I'm on a stable internet connection with plenty of space available.   Device: OnePlus 3T with Nougat.,3
2/4/2017,Very helpful to learn many things,5
2/3/2017,I love it.,5
2/3/2017,Very often crashed,1
2/3/2017,Chromecast doesn't work.,3
2/1/2017,Course download not working and lags device. Inifite notifications for each lecture in loop nonstop.,5
1/31/2017,I use Samsung Galaxy Note 8.0 and whenever I try to play a video it just crash [edit] New versions are much better now,5
1/31/2017,When I listen using bluetooth headphones the sound driver crash and I have to reset the phone again,3
1/31/2017,Thanks!!! Nice app. Good for developers...,4
1/31/2017,The app was fine except it didn't have complete fullscreen on Xperia Z. The back and home buttons would still pop up when in fullscreen mode. But now the latest update has completely ruined the app. No more video feed when going fullscreen and it also stutters. It was working perfectly fine before the last update. Please don't push broken updates onto the app especially when we pay 30$ a month for it. Edit: It is working fine now after another update. But the fullscreen is still not fixed.,3
1/30/2017,So helpful!!!!!!!!!,5
1/30/2017,"Para aprender lo mejor, recomiendo el De xamarin android 😊",5
1/30/2017,"Nowadays Chromecast is basic functionality for video streaming application, so I am eagerly waiting for Chromecast Support for this application in coming future.",5
1/30/2017,I am unable to Install on Le2 phone..  No errors..  Just comes back with Install option,1
1/30/2017,nice and simple app,5
1/28/2017,Great tool to learn new skills,5
1/28/2017,"Not usable when you have a Chromecast in your local network - it tries to autocast (which doesn't work), even if i switch casing off",2
1/26/2017,Much improved in 2016. Offline works fine. Videos run smoothly. Adjustable speed.,5
1/26/2017,Glitch while login please correct!,4
1/25/2017,Chromecast subtitle problem,4
1/25/2017,I've been using it for 1 year now. So far so good.,5
1/25/2017,The latest update keep crashing when I play the videos,3
1/23/2017,"Like how it can cast fullscreen to Google Chromecast.    Please also support casting to DLNA Smart TV in particular the highly popular SONY Bravia Smart TV.  YouTube, for example can cast to both Chromecast and SONY Bravia via DLNA.  Also, the 2x speed up should be available when casting.  If you can do this, I will give you 5 stars.",3
1/23/2017,Works perfect. Love being able to keep watching at work on breaks.,5
1/23/2017,Amazing learning,5
1/22/2017,Some courses don''t cast to chromecast past the third module,3
1/22/2017,I love it,5
1/21/2017,Thanks for your reply.  I do not use Chrome cast. However my Samsung TV is connected to same network where I want to cast.  Please add this feature so that users can cast on devices without Chrome cast also.,2
1/20/2017,Amazing site for self learners.,5
1/19/2017,Fantastic!,5
1/18/2017,"Pluralsight in itself is excellent but this app is a little frustrating, specifically the navigation controls when casting and the progress display.",3
1/18/2017,Excellent Learning Resources,4
1/18/2017,Best learning site,5
1/18/2017,"Love the content, but you should add support for android TV",3
1/16/2017,Thankx Pluralsight ;-),5
1/13/2017,Everytime I open and try to watch video after some it gets frequently disconnected and says plural sight is not responding..App has beautiful collection with awful connectivity bugs,4
1/13/2017,Love,5
1/12/2017,"It's a really good app, and the best part is the download capability that lets me watch videos offline, while I'm on the move. The download mechanism used to be better and I could download clips individually, but now it's just available on module and course level. Also after the upgrade, the download indicator doesn't show the progress as good as before.",4
1/12/2017,Very helpful,5
1/12/2017,"Great courses, app video player has some minor bugs every now and then.",4
1/11/2017,All the courses are very detailed .,5
1/11/2017,Awesome app.. really good for the developers to learn,5
1/11/2017,Fabulous collection of video tutorials. User friendly app with ability to download videos for times of no access to wi-fi.,5
1/10/2017,"Nice app, good content. Just one thing, please add in app purchase for the subscription.",4
1/9/2017,I have download the contents of the lecture and I reset my phone... I have to integrate my already downloaded content I have com. Pluralsight folder backup which has all the downloaded content but how to integrate the application with this folder so that I can view my downloaded content again???,4
1/8/2017,Very good app. Good work!,5
1/7/2017,Good u r great teacher,5
1/7/2017,Great learning tool,5
1/6/2017,Nice,5
1/6/2017,Very helpful for learning.,5
1/6/2017,Content is good in terms of breadth and depth. Need feature to download individual modules and chapters only instead of complete course,4
1/5/2017,Great app and platform,5
1/4/2017,Good intuitive ux improvements however there are bugs need to to be fixed. For example I can not play downloaded videos offline without having connectivity...,2
1/3/2017,All what I need to learn on the way,5
1/2/2017,Very good content and presentation,5
1/2/2017,Please just let one of instructors create an app for you,2
1/2/2017,The app has a poor user experience. The player is endlessly buggy and the app stays in the notification treat forever. Even when you dismiss the app. I'm pretty sure that's not supposed to happen. I know I definitely don't want it to happen...,2
1/1/2017,Has everything I look for now! Great app.,5
12/29/2016,More statistics would be better in profile page.,5
12/27/2016,Nice,5
12/27/2016,Video streaming is very slow,2
12/27/2016,Please add tutorial for Amazon's lumberyard as all the cryengine 3 tutorials are way outdated.,5
12/25/2016,Great selection of professionally made material. The player had bugs initially which have all been fixed now.,5
12/25/2016,Great for intermediate and advanced professionals,4
12/24/2016,Best App!!!,5
12/23/2016,"Great job, I am enjoying learning on the go",5
12/22/2016,"Frequent lockups, search does not always work, difficult to view downloaded content when network connection slow or lost. I have similar issues with browser. Buffering stops for no reason and content stops playing. Reported this issue several years ago and have come back only to find it still occurs.",2
12/17/2016,"On my Samsung Tab A running Android 6.0.1, after selecting full screen, it's impossible to come out of full screen in landscape without going back. Results in losing where I was in the video and goes back to course contents. Works fine if I don't press full screen, screen goes full tablet in landscape anyway, or if the video advances to the next one if I've mistakenly selected full screen. I also can't test my progress in a Path quiz on the app. Otherwise it's really great. Clearly a lot of moving parts.",4
12/17/2016,Please add lock button on player. It will prevent from accidentally forward or backward of video.,3
12/17/2016,"Thanks a lot for this nive application, i liked the option to cast to home TV with chromecast, the only small problem is that not possibke to enable the closed captioning option when using chromecast 😀",4
12/15/2016,"At my workplace there are 1200 employees who use Pluralsight. Pluralsight wants to teach us how to create software, yet they can't create good client for their website API. Fullscreen mode is not fullscreen anymore, clips are playing in the background even after pausing them and Chromecast support is terrible (it doesn't work when I have downloaded clip - why?). I'm really disappointed watching new versions of this app. :(",1
12/14/2016,"There is an issue that the watched videos ard not marked as completed on the web site, although it is marked as completed on the app.",4
12/14/2016,I have been using Pluralsight since past 02 years and I find is extremely helpful for learning newer technologies.,4
12/14/2016,Thus site has many little training videos that help allow quick study to learn a lot about the topics you want to learn.,5
12/12/2016,Playback speed control on Chromecast would make this perfect.,4
12/12/2016,Finally speed control is back,5
12/10/2016,"Learn on the go by playing downloaded courses, or online. Access and synch your playlists from anywhere. Good job team pluralsight.",5
12/10/2016,"Update: there have been significant improvements since my first review. Well done to the developers! Great, productive way to spend a commute.",5
12/9/2016,It rocks!,5
12/9/2016,Often lots of delay after I hit a button. Playback is not smooth,2
12/9/2016,I couldn't play clips .. it is playing but no audio or video there. Is there any apps should be installed or should I download the clips to view?,3
12/7/2016,It's very helpful to learn new technologies... awesome app,4
12/5/2016,I am not able to open any tutorial on my Xperia M2 with android 4.4.4,4
12/4/2016,Chrome casting is completely unreliable. Never works as expected.,1
12/4/2016,Great app,5
12/4/2016,Great App,5
12/4/2016,"Hanging too much, video not working properly",1
12/3/2016,"I'm loving my pluralsight trial and definitely intend to subscribe when it expires. This app works well, but I have had problems resuming videos (black screen) requiring the app to reopened. How easy would it be to cast to DLNA-enabled devices, eg smart TVs, as well as chromecasts? This would be a huge improvement.",4
12/2/2016,"The previous player was better. This player seem to have been developed primarily for phones as such, it doesn't function well on tablet devices.",3
12/2/2016,"App makes tutorials handy. Viewing offline tutorials is a big plus. However there seems a bug. Whenever I update the app, it says downloaded files are missing. This is a big pain, downloading the files again. Now  finally I stopped updating the app.",4
12/2/2016,Now that's better,5
12/1/2016,Excellent teaching and great content suits all levels.,5
12/1/2016,There's tons of great content on the site. You can spend months browsing courses without getting bored. But they need to do a better job in marking things as depricated. Also watching this content on my Xbox would be awesome!!! Where is the Xbox app. I use the browser to watch but it crashes all the time.,2
12/1/2016,Awesome,5
12/1/2016,"Even if the videos are there and easy to come back to, make sure you still put aside that time to finish the tutorials.  They offer a lot and their library is still growing so pace yourself.",4
12/1/2016,I ll be glad if app has support for MX player as VLC player showing black screen when video is playing.,4
11/30/2016,They just push out changes. The app is doesn't meet even minimal functionality.,1
11/30/2016,Please fix the issue requiring me to have Internet connection when I open the app.  It means I can't view downloaded videos without a connection which rather defeats the point,4
11/30/2016,Gd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut due for xyeb due due chdhf xGd7rbx curve cut cut  cut,4
11/29/2016,Never tried it.,5
11/29/2016,"Couldn't play video after the latest update, clear data fixed the problem? Edit: after latest update! Wow good job, Nexus 7 and HTC One m8",5
11/29/2016,One suggestion can you please add courses of Automation testing of QTP or UFT and vb scripting course...will be great to learn this skills...,4
11/28/2016,Pluralsight on tablets has several playback issues when you pause and your tablet goes to sleep.  Power back on and video won't progress but you can hear the audio.  Some times the screen goes black when you try to hit play after a pause.  Pluralsight the service is great love the year or month model vs buy the video.  Wow a developer that responds thank you and disabling vlc player made it work like it does on my phone it can now resume after power with out having to switch videos and then switch back to.,4
11/28/2016,Downloaded the courses to watch them offline but they go missing from the within hours. Please fix this issue as soon as you can.,2
11/26/2016,"Video Playback - Video freezes but audio continues.    Sign In required each time, cannot use without internet.     Should have more functionality.     DEVELOPERS SHOULD LOOK TO IT",3
11/25/2016,"Awesome company, great courses, app has some issues. Downloaded courses seem to delete themselves. I see text saying slide missing and have to download again. Really weird.",4
11/24/2016,again paths is missing,3
11/23/2016,This is essential tool in my toolbox,5
11/23/2016,"After the latest update, every time I download a course, after 1 or 2 days I get an error, contents are not available and the files are missing, I've to download the course again and after 1 or 2 days I get the same issue again",3
11/23/2016,Awesome,5
11/22/2016,Only resumes at the start of a video and have to back out of video to resume.,2
11/21/2016,The app is getting better with time. Unfortunately the speed control fails when casting the videos to a chromecast dongle and there's no option for subtitles.,3
11/19/2016,App does not follow play list order if you skip some clips. And 2.4.40 version was better than current 2.4.44 version.,3
11/19/2016,This is about the app and not pluralsight in general. But the app keeps singing me out; it doesn't all me to start playing a video and then go back to searching with the vid/audio continuing; you also can't book mark courses from the search screen; it needs to save the playback speed between sessions; lastly there is quite a bit of pausing between videos (it should prepare buffer),2
11/17/2016,"Generally, I like the app. However, there's a crucial issue that has caused me data which is luxury where I reside at, at the moment. Download Course Contents keep on getting deleted and I have to download them again",2
11/16/2016,Lots of pausing and waiting around for it to continue...I have to jump back to the previous section then skip forwards and find the point where I was up to. Obviously not the connection as it plays fine until the next pause...,1
11/14/2016,1. Why do I have to login every time I start the app? 2. Video is not consuming full screen size.,5
11/13/2016,Very useful!,5
11/12/2016,Can you put a subtitle offline when i streaming offline pluralsight video,4
11/12/2016,I love self learning and there is no platform to learn as Pluralsight. Thanks for the new layout is so easy.,5
11/10/2016,Loved it,5
11/10/2016,"This app flip flops back and forth between working and not working, with the main issue being audio pops and skips. Oddly enough you can play the same video files just fine from the cache with mxplayer, but really I shouldn't have to. This is the third time I've revised my review because they fixed it before and now broke it again. This issue effects multiple devices HTC ONE m8, and Nexus 7 for me both pop and skip. Revision 4, now login doesn't even work, just sits doing nothing. Edit: Rev 5, another year later and still regularly broken. Authorized device regularly asked for login when offline, when online new courses list just spins and never shows anything.",1
11/9/2016,The overhaul addressed a number of my grievances. Kudos! The app experience on the whole is much improved.,5
11/9/2016,"Love the content, though when I try to watch videos on the app it seems to skip some module sections, e.g. straight from intro to summary and skipping in between",2
11/8/2016,Speed control does not work when chromecasting,4
11/8/2016,Updates  my profile and  does all normal things except the glitch how it doesn't  show some modules and bookmarks fix it to get a 5!,4
11/7/2016,"Good on-the-go app. I found that when using the vlc player I can't go back to the courses listing once I start playing a video. The back button or arrow just minimises the app,  so I have to force stop the app from my phone settings.",3
11/6/2016,"The courses are not working in the latest update, it keeps loading with no results. It's only working through browser.",3
11/6/2016,"Tried it out since it was free with MSN from work.  Loved the content since it's straight to the point.  But still like the CBT nuggets humor.  I mix this with other content and passed the certs easy.  As far as the app goes,  I'm happy with it.",4
11/6/2016,A lot better now.,4
11/5/2016,"This app has promise, but right now I'd call it garbage.  The only reason I wanted a mobile Pluralsight app is so that I can isolate myself in some far-away place and study.  Unfortunately, the offline support is pretty terrible.  Time and time again, I've downloaded content for offline viewing, and then when I find some peaceful, away-from-it-all place to view it, I can't – because the app wants me to sign in, over and over again!  Unfortunately, I'm offline, so I can't, and my plans are dashed.  Mark my words: the first time you try to study on an airplane, you'll discover the same disappointment.",1
11/5/2016,This is a buggy dumpster fire.  Was watching a video earlier in the day and it started playing same video at 2 am while I was sleeping. Woke my wife and I up.,1
11/3/2016,"This app is great. Now that we can save videos for future viewing, it's even better.",5
11/3/2016,"I love the way you deliver the contents, it plays well in my coolpad note3 over wifi, only concern is, it's loosing course  in progress and starts all over again, thanks for keeping bookmarks safe.",5
11/2/2016,"Like it so much but on my iphone only. On my HTC butterfly 2 it's apparently not compatible to android 6, I cannot login to my company account, it just keeps saying invalid username or password. And when I use the Authorise Device, the Generate New Code button doesn't do anything, no code generated at all!  Updated: The problem is solved. The &quot;Butterfly&quot; keyword caused some confusion over the User Agent. 5 stars for the Dev and Support teams.",5
11/2/2016,Very helpful,5
11/1/2016,"I had to remove this from my Asus Nexus 7 v2. It was just clobbering the battery, even when I hadn't opened the app in days and power cycled the tablet a coupla times.",2
10/31/2016,"For such a big online company it is a very bad app. It is always loosing my bookmarks.  After I authorize the device it keep all the time asking me for my password to login. Can you please hire a developer to fix this?  -------------------------------------  No I am not using an old version. You know you can do better than this. You have the resources to be the best in the market, what are you waiting for? Your site is very good, your app is not even close",1
10/30/2016,Very good tutorial,5
10/30/2016,Crashes skips clips all the time,2
10/29/2016,"This app is getting better every day. Although bugs still there, like downloading on unstable connection always interrupts, it's heavily improved during last year.",4
10/28/2016,"The application has been much improved since my original review. It's gone from unusable to very good but still has one or two minor glitches when using with Chromecast. One issue is the app displaying the wrong time line for the currently playing clip, the time line appears to be locked at the length of the clip you originally selected and doesn't update when the next clip is loaded. Another issue was with loading the next clip, it jumped several clips before resuming, marking unviewed clips as viewed.",4
10/28/2016,Great,5
10/27/2016,i love the app and helps me learning.  but the offline viewing is not working. i try to download and it says download is not available under current subscription.  i have subscribed under monthly package in plus category.  please help,4
10/26/2016,Ultimate. I am learning quicker these days.,5
10/26/2016,Half the time when I want to watch a course offline it does not work because there is no offline login. Variable playback speed is good but the button to jump 10s ahead is missing. Much better on iPad.,2
10/26/2016,Until this app keeps making me download the same course all over again because my files are missing for the 5th time,2
10/25/2016,"Great UI and content is well-done, but the app crashes frequently and my Mac has had problems with website as well, not sure if it's on my end but the frequency seems unprecedented.",4
10/25/2016,I'm so disappointed with this app.  Poor management of video quality based on network speed is not there..Also takes too much time to stream.... A loooong way to a perfect app ..,2
10/24/2016,Pluralsight has improved so much over the last couple of years. Love the paths now help to focus training instead of the mad dash for new courses.,5
10/22/2016,This is an awesome app for people looking to take a deep dive into programming!!! I'm lovin it!!!,5
10/21/2016,I actually loved it,5
10/20/2016,Downloading and streaming content doesn't work on Mobile Data,3
10/20/2016,"Awesome app ,good content",5
10/20/2016,Gud,5
10/19/2016,Like the new app!,5
10/18/2016,A very best source for developers to sharp their skills. I loved this app.,5
10/18/2016,Great...can't afford it though,4
10/18/2016,"First of all, Pluralsight's content is second-to-none, and worth watching more than most things on television. The app itself is close-to-great... speed controls, fast downloading of content for offline replay (if your subscription allows), and I usually use Miracast to send it to my television. which looks perfect. I use it at least once a week.",5
10/18/2016,Seems to have a problem playing downloaded content when there is a poor network connection. Since it seems to require it before playing the downloaded content. Really hit and miss if it works recently.,3
10/16/2016,Professional teachers. Very good App. Easy to use and navigate.,5
10/16/2016,"The main reason for me to use the mobile app is commuting, otherwise I can use the web site. But when I commute I need the navigation app in the foreground, and the Pluralsight app in the background playing just the audio of predownloaded courses. With the October 2016 update this totally works! Well done, guys!",5
10/15/2016,The new app is awesome,5
10/15/2016,A awesome tool every IT professional should have to keep up with the fast pace industry. Keep up the amazing work.,5
10/14/2016,"The app works well,however it does not keep the screen always on whilst watching videos.",4
10/14/2016,Very informitive,5
10/14/2016,"The app is great, but the most recent update causes the screen to timeout while the video is playing. It is unusable to me now as I cant watch a video without constantly touching the screeb",3
10/13/2016,You have to reactivate the device after each upgrade. And you need your corpo mail for that. As a result you don't have access to the course at the very unsuitable moment,2
10/13/2016,But still the massive amount of tutorials is so helpful,5
10/13/2016,Use it most of the time during commute.Good content ..Thanks,5
10/11/2016,Extremely vast and good coverage across topics.,5
10/11/2016,I downloaded few courses for offline reading yesterday. Today they have all gone missing. This is not the first time this is happening and feeling a bit frustrated. The only change I did was to move the downloaded clips to the alternate location suggested by the app.,2
10/10/2016,"Poor at best! Doesn't fully work in landscape mode, always starts back at the beginning of each module etc etc etc etc",1
10/10/2016,"If you want to skip to the next section and hit the next button, the app skips a random number of sections before playing one.",3
10/9/2016,"If I downloaded a course, it's most likely because I wanted to watch it offline...",1
10/8/2016,Please fix it.,2
10/7/2016,Been using this app for years and is a developer must in his tool box. For training or for reference.,5
10/6/2016,"The app plays content well for a while, then it just stops.  It doesn't &quot;pause&quot;; it stops while still indicating it's playing.  This happens in both portrait and landscape modes, streaming or with downloaded content, on the phone (Nexus 6P w/ 64 Gig RAM, Android 7.0) or casting to Chromecast.  When this happens, I can sometimes click on back &quot;||&quot; to return, but this is annoying and it doesn't return to the furthest point I watched, but to the beginning.  Sometimes the app isn't responsive at all.  Also,  when casting, after the phone turns the screen off and locks, while it does continue playing, if I unlock the phone, the app rewinds the lesson all the way to be beginning.   I love Pluralsight and its professional-level content.  But the app isn't quite working for me and, in fact, makes it very difficult to enjoy the content on my fairly current phone.",2
10/5/2016,I love Pluralslight. The courses are awesome and so is this app.,5
10/4/2016,Video restarts instead of playing the next one.  It doesn't stop after disconnecting headphones.  General design is not intuitive.  Only good thing is the download to the external SD card feature,2
